TeamID,TeamName,Conference,season,score
1610612764,wizards,East,2017,0.0
1610612755,76ers,East,2017,0.120811012
1610612743,nuggets,West,2017,0.0
1610612758,kings,West,2017,0.315740741
1610612738,celtics,East,2017,0.104166667
1610612756,suns,West,2017,0.0
1610612744,warriors,West,2017,0.111723895
1610612739,cavaliers,East,2017,0.179513889
1610612740,pelicans,West,2017,0.0
1610612760,thunder,West,2017,0.2
1610612751,nets,East,2017,0.189613095
1610612759,spurs,West,2017,0.219791667
1610612749,bucks,East,2017,0.16969697
1610612753,magic,East,2017,0.5
1610612765,pistons,East,2017,0.0
1610612746,clippers,West,2017,0.0
1610612766,hornets,East,2017,0.0
1610612754,pacers,East,2017,0.2
1610612763,grizzlies,West,2017,0.0
1610612750,timberwolves,West,2017,0.0
1610612737,hawks,East,2017,0.176866883
1610612746,clippers,West,2018,0.129464286
1610612739,cavaliers,East,2018,0.194462121
1610612752,knicks,East,2018,0.065909091
1610612748,heat,East,2018,0.0125
1610612740,pelicans,West,2018,0.066666667
1610612737,hawks,East,2018,0.159090909
1610612758,kings,West,2018,0.151489899
1610612764,wizards,East,2018,0.0
1610612756,suns,West,2018,0.078571429
1610612762,jazz,West,2018,0.0
1610612755,76ers,East,2018,0.248674242
1610612765,pistons,East,2018,0.125
1610612738,celtics,East,2018,0.053571429
1610612763,grizzlies,West,2018,0.0
1610612766,hornets,East,2018,0.004166667
1610612757,trail blazers,West,2018,0.0
1610612754,pacers,East,2018,0.0
1610612744,warriors,West,2018,0.176697531
1610612741,bulls,East,2018,0.0
1610612749,bucks,East,2018,0.1
1610612747,lakers,West,2018,0.066784812
1610612742,mavericks,West,2018,0.128030303
1610612759,spurs,West,2018,0.1593546
1610612745,rockets,West,2018,0.033333333
1610612743,nuggets,West,2018,0.0
1610612750,timberwolves,West,2018,0.133333333
1610612760,thunder,West,2018,0.033333333
1610612761,raptors,East,2018,0.069047619
1610612751,nets,East,2018,-0.059652778
1610612753,magic,East,2018,0.13030303
1610612754,pacers,East,2019,0.0
1610612742,mavericks,West,2019,0.0
1610612744,warriors,West,2019,0.153954082
1610612757,trail blazers,West,2019,0.0
1610612749,bucks,East,2019,0.044444444
1610612763,grizzlies,West,2019,0.073636364
1610612764,wizards,East,2019,0.15625
1610612738,celtics,East,2019,0.171666667
1610612755,76ers,East,2019,0.0375
1610612760,thunder,West,2019,0.225
1610612765,pistons,East,2019,0.0
1610612761,raptors,East,2019,0.236595118
1610612748,heat,East,2019,0.035670996
1610612739,cavaliers,East,2019,0.085227273
1610612766,hornets,East,2019,0.0
1610612756,suns,West,2019,0.0
1610612750,timberwolves,West,2019,0.02
1610612743,nuggets,West,2019,-0.36
1610612747,lakers,West,2019,0.065641534
1610612745,rockets,West,2019,0.052414021
1610612740,pelicans,West,2019,0.095968943
1610612752,knicks,East,2019,0.174493822
1610612746,clippers,West,2019,0.175972222
1610612741,bulls,East,2019,0.0
1610612759,spurs,West,2019,0.180357143
1610612751,nets,East,2019,0.246233766
1610612753,magic,East,2019,0.0
1610612737,hawks,East,2019,0.0
1610612758,kings,West,2019,0.148333333
1610612762,jazz,West,2019,0.266666667
1610612739,cavaliers,East,2020,0.0
1610612766,hornets,East,2020,0.10625
1610612760,thunder,West,2020,0.0
1610612740,pelicans,West,2020,0.105315055
1610612750,timberwolves,West,2020,0.115625
1610612759,spurs,West,2020,0.0
1610612761,raptors,East,2020,-0.3
1610612754,pacers,East,2020,0.0
1610612751,nets,East,2020,0.147559524
1610612741,bulls,East,2020,0.146153846
1610612749,bucks,East,2020,0.17463468
1610612744,warriors,West,2020,0.169928752
1610612737,hawks,East,2020,0.325
1610612763,grizzlies,West,2020,0.0
1610612738,celtics,East,2020,0.166666667
1610612758,kings,West,2020,0.0
1610612762,jazz,West,2020,-0.3
1610612748,heat,East,2020,0.05
1610612764,wizards,East,2020,-0.3
1610612765,pistons,East,2020,0.0
1610612752,knicks,East,2020,0.138053498
1610612742,mavericks,West,2020,0.0
1610612755,76ers,East,2020,0.518181818
1610612746,clippers,West,2020,0.159375
1610612745,rockets,West,2020,0.103472222
1610612753,magic,East,2020,0.1890625
1610612747,lakers,West,2020,0.137205988
1610612743,nuggets,West,2020,0.009276438
1610612757,trail blazers,West,2020,0.0
1610612756,suns,West,2020,0.086792929
1610612745,rockets,West,2021,0.0
1610612765,pistons,East,2021,0.225
1610612753,magic,East,2021,0.0
1610612739,cavaliers,East,2021,0.0
1610612760,thunder,West,2021,0.0
1610612740,pelicans,West,2021,0.0
1610612737,hawks,East,2021,0.0
1610612746,clippers,West,2021,0.105555556
1610612763,grizzlies,West,2021,0.0
1610612761,raptors,East,2021,0.073636364
1610612744,warriors,West,2021,0.219047619
1610612758,kings,West,2021,0.0
1610612764,wizards,East,2021,0.0
1610612752,knicks,East,2021,0.226262626
1610612755,76ers,East,2021,0.0
1610612762,jazz,West,2021,0.193560606
1610612748,heat,East,2021,0.143428571
1610612747,lakers,West,2021,0.081502525
1610612756,suns,West,2021,0.105555556
1610612757,trail blazers,West,2021,0.0
1610612743,nuggets,West,2021,0.0
1610612742,mavericks,West,2021,0.0
1610612766,hornets,East,2021,0.0
1610612741,bulls,East,2021,0.193560606
1610612754,pacers,East,2021,0.0
1610612749,bucks,East,2021,0.180582011
1610612759,spurs,West,2021,0.062121212
1610612751,nets,East,2021,0.150751782
1610612738,celtics,East,2021,0.0
1610612750,timberwolves,West,2021,0.0
1610612745,rockets,West,2022,0.2
1610612740,pelicans,West,2022,0.025
1610612760,thunder,West,2022,0.035714286
1610612748,heat,East,2022,0.138888889
1610612756,suns,West,2022,-0.08
1610612738,celtics,East,2022,0.08553207
1610612763,grizzlies,West,2022,0.0
1610612744,warriors,West,2022,0.0
1610612749,bucks,East,2022,0.3
1610612742,mavericks,West,2022,0.0
1610612755,76ers,East,2022,0.0
1610612761,raptors,East,2022,0.0
1610612762,jazz,West,2022,0.0
1610612743,nuggets,West,2022,0.0
1610612741,bulls,East,2022,0.0
1610612750,timberwolves,West,2022,0.0
1610612751,nets,East,2022,0.320625
1610612737,hawks,East,2022,0.2
1610612746,clippers,West,2022,0.0
1610612739,cavaliers,East,2022,0.0
1610612759,spurs,West,2022,0.0
1610612766,hornets,East,2022,0.2
1610612747,lakers,West,2022,0.335714286
1610612752,knicks,East,2022,0.166362284
1610612758,kings,West,2022,0.0
1610612764,wizards,East,2022,0.0
1610612757,trail blazers,West,2022,0.0
1610612754,pacers,East,2022,0.0
1610612765,pistons,East,2022,0.0
1610612753,magic,East,2022,0.3
